journal,quartile
Energy Sustainability and Society,2
Engineering,2
ENGINEERING ANALYSIS WITH BOUNDARY ELEMENTS,2
Engineering Construction and Architectural Management,2
Engineering Failure Analysis,2
ENGINEERING FRACTURE MECHANICS,2
Engineering Science and Technology-An International Journal-JESTECH,2
ENGINEERING WITH COMPUTERS,2
ENGLISH HISTORICAL REVIEW,2
English Language & Linguistics,2
ENGLISH LITERARY RENAISSANCE,2
English Today,2
English World-Wide,2
ENTREPRENEURSHIP AND REGIONAL DEVELOPMENT,2
ENTREPRENEURSHIP THEORY AND PRACTICE,2
ENVIRONMENT AND BEHAVIOR,2
Environment and Planning C-Politics and Space,2
Environment and Planning E-Nature and Space,2
Environment and Society-Advances in Research,2
ENVIRONMENTAL AND EXPERIMENTAL BOTANY,2
Environmental and Sustainability Indicators,2
Environmental Chemistry Letters,2
Environmental Development,2
Environmental Epigenetics,2
ENVIRONMENTAL ETHICS,2
Environmental Health,2
Environmental Humanities,2
Environmental Innovation and Societal Transitions,2
ENVIRONMENTAL MICROBIOLOGY,2
Environmental Microbiome,2
ENVIRONMENTAL MODELLING & SOFTWARE,2
ENVIRONMENTAL POLLUTION,2
ENVIRONMENTAL RESEARCH,2
Environmental Research Letters,2
ENVIRONMENTAL REVIEWS,2
ENVIRONMENTAL SCIENCE & POLICY,2
Environmental Science & Technology Letters,2
Environmental Technology & Innovation,2
EPIDEMIOLOGIC REVIEWS,2
EPIDEMIOLOGY,2
Epidemiology and Psychiatric Sciences,2
Epigenetics & Chromatin,2
Epijournal de Geometrie Algebrique,2
EPJ Data Science,2
EPJ Quantum Technology,2
EPMA Journal,2
Equilibrium-Quarterly Journal of Economics and Economic Policy,2
EQUINE VETERINARY JOURNAL,2
ERJ Open Research,2
ERKENNTNIS,2
ES Food and Agroforestry,2
ES Materials and Manufacturing,2
ESP Today-Journal of English for Specific Purposes at Tertiary Level,2
Essays in Biochemistry,2
Estonian Journal of Archaeology,2
Ethical Theory and Moral Practice,2
Ethics & Bioethics,2
Ethics & International Affairs,2
Ethics and Information Technology,2
ETHNIC AND RACIAL STUDIES,2
Ethnicities,2
ETHNOMUSICOLOGY,2
Eurasian Business Review,2
EUROPEAN ARCHIVES OF PSYCHIATRY AND CLINICAL NEUROSCIENCE,2
EUROPEAN CELLS & MATERIALS,2
EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,2
European Constitutional Law Review,2
EUROPEAN EATING DISORDERS REVIEW,2
EUROPEAN ECONOMIC REVIEW,2
European Educational Research Journal,2
European Heart Journal-Acute Cardiovascular Care,2
European Heart Journal-Cardiovascular Pharmacotherapy,2
European Heart Journal-Quality of Care and Clinical Outcomes,2
EUROPEAN HISTORY QUARTERLY,2
European Journal for Philosophy of Science,2
European Journal of Ageing,2
EUROPEAN JOURNAL OF ANAESTHESIOLOGY,2
European Journal of Archaeology,2
EUROPEAN JOURNAL OF CARDIO-THORACIC SURGERY,2
EUROPEAN JOURNAL OF CELL BIOLOGY,2
EUROPEAN JOURNAL OF COMBINATORICS,2
EUROPEAN JOURNAL OF COMMUNICATION,2
European Journal of Cultural Studies,2
European Journal of Education,2
EUROPEAN JOURNAL OF ENDOCRINOLOGY,2
EUROPEAN JOURNAL OF EPIDEMIOLOGY,2
EUROPEAN JOURNAL OF FOREST RESEARCH,2
European Journal of Futures Research,2
European Journal of Higher Education,2
EUROPEAN JOURNAL OF HUMAN GENETICS,2
EUROPEAN JOURNAL OF INFORMATION SYSTEMS,2
European Journal of Internal Medicine,2
European Journal of International Law,2
EUROPEAN JOURNAL OF MECHANICS A-SOLIDS,2
EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY,2
EUROPEAN JOURNAL OF MIGRATION AND LAW,2
EUROPEAN JOURNAL OF NEUROLOGY,2
EUROPEAN JOURNAL OF NUTRITION,2
EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,2
EUROPEAN JOURNAL OF ORTHODONTICS,2
European Journal of Paediatric Dentistry,2
EUROPEAN JOURNAL OF PAIN,2
EUROPEAN JOURNAL OF PHILOSOPHY,2
European Journal of Political Economy,2
European Journal of Political Theory,2
European Journal of Politics and Gender,2
European Journal of Population-Revue Europeenne de Demographie,2
European Journal of Psychotraumatology,2
EUROPEAN JOURNAL OF RADIOLOGY,2
EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,2
European Journal of Social Theory,2
EUROPEAN JOURNAL OF SOIL BIOLOGY,2
EUROPEAN JOURNAL OF SOIL SCIENCE,2
European Journal of Teacher Education,2
European Journal of Work and Organizational Psychology,2
European Management Journal,2
EUROPEAN NEUROPSYCHOPHARMACOLOGY,2
EUROPEAN PHYSICAL JOURNAL C,2
European Policy Analysis,2
EUROPEAN POLYMER JOURNAL,2
EUROPEAN PSYCHIATRY,2
EUROPEAN RADIOLOGY,2
European Radiology Experimental,2
European Research on Management and Business Economics,2
EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,2
European Review of Economic History,2
European Review of History-Revue Europeenne d Histoire,2
EUROPEAN SOCIETIES,2
European Sport Management Quarterly,2
European Transport Research Review,2
EUROPEAN URBAN AND REGIONAL STUDIES,2
European Urology Focus,2
European Urology Open Science,2
Eurosurveillance,2
EvoDevo,2
EVOLUTION,2
Evolutionary Applications,2
Evolutionary Human Sciences,2
Exemplaria-Medieval Early Modern Theory,2
EXERCISE AND SPORT SCIENCES REVIEWS,2
EXPERIMENTAL AND APPLIED ACAROLOGY,2
Experimental Hematology & Oncology,2
EXPERIMENTAL NEUROLOGY,2
Expert Opinion on Drug Delivery,2
Expert Opinion on Drug Discovery,2
EXPERT OPINION ON THERAPEUTIC PATENTS,2
EXPERT OPINION ON THERAPEUTIC TARGETS,2
Expert Review of Vaccines,2
Extractive Industries and Society,2
Eye and Vision,2
Facial Plastic Surgery Clinics of North America,2
Family Business Review,2
FARADAY DISCUSSIONS,2
Fascism,2
FASEB JOURNAL,2
FEBS Journal,2
FEMINISM & PSYCHOLOGY,2
FEMINIST ECONOMICS,2
Feminist Media Histories,2
Feminist Media Studies,2
Feminist Theory,2
Film Fashion & Consumption,2
Finance Research Letters,2
FINITE FIELDS AND THEIR APPLICATIONS,2
FISH & SHELLFISH IMMUNOLOGY,2
FISHERIES RESEARCH,2
Fluids and Barriers of the CNS,2
Focaal-Journal of Global and Historical Anthropology,2
FONTES ARTIS MUSICAE,2
Food & Function,2
Food and Bioprocess Technology,2
FOOD AND BIOPRODUCTS PROCESSING,2
Food and Energy Security,2
Food and Waterborne Parasitology,2
Food Bioscience,2
Food Chemistry: Molecular Sciences,2
Food Engineering Reviews,2
Food Hydrocolloids for Health,2
Food Production Processing and Nutrition,2
Food Quality and Safety,2
FOOD REVIEWS INTERNATIONAL,2
Food Science & Nutrition,2
Food Security,2
Food Structure-Netherlands,2
Foods,2
FOOT & ANKLE INTERNATIONAL,2
FOREIGN LANGUAGE ANNALS,2
Forensic Science International-Genetics,2
FOREST ECOLOGY AND MANAGEMENT,2
FORESTRY,2
Formalized Mathematics,2
FORTSCHRITTE DER PHYSIK-PROGRESS OF PHYSICS,2
FORUM MATHEMATICUM,2
Forum of Mathematics Sigma,2
Fossil Record,2
Foundations and Trends in Communications and Information Theory,2
Foundations and Trends in Computer Graphics and Vision,2
Foundations and Trends in Programming Languages,2
Fractal and Fractional,2
FREE RADICAL BIOLOGY AND MEDICINE,2
French History,2
French Screen Studies,2
FRESHWATER BIOLOGY,2
Frontiers in Cell and Developmental Biology,2
Frontiers in Cellular and Infection Microbiology,2
Frontiers in Communication,2
Frontiers in Genome Editing,2
Frontiers in Immunology,2
Frontiers in Microbiology,2
FRONTIERS IN NEUROENDOCRINOLOGY,2
Frontiers in Nutrition,2
Frontiers in Plant Science,2
Frontiers in Veterinary Science,2
Frontiers in Zoology,2
Frontiers of Computer Science,2
Frontiers of Environmental Science & Engineering,2
Frontiers of Mechanical Engineering,2
Frontiers of Medicine,2
Frontiers of Physics,2
Fuel,2
FUEL PROCESSING TECHNOLOGY,2
Function,2
FUNCTIONAL & INTEGRATIVE GENOMICS,2
Fundamental Research,2
Fungal Biology,2
Fungal Biology Reviews,2
Future Foods,2
Future Generation Computer Systems-The International Journal of eScience,2
Games and Culture,2
Gas Science and Engineering,2
Gastric Cancer,2
Gels,2
GENERAL HOSPITAL PSYCHIATRY,2
General Psychiatry,2
Genes & Diseases,2
GENES CHROMOSOMES & CANCER,2
GENOMICS,2
GENOMICS PROTEOMICS & BIOINFORMATICS,2
Geo-Spatial Information Science,2
Geochemical Perspectives Letters,2
GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS,2
Geoenvironmental Disasters,2
GEOFORUM,2
GEOGRAPHICAL JOURNAL,2
Geography Compass,2
Geoheritage,2
Geomatics Natural Hazards & Risk,2
Geomechanics and Geophysics for Geo-Energy and Geo-Resources,2
GEOMORPHOLOGY,2
GEOPHYSICAL JOURNAL INTERNATIONAL,2
GEOPHYSICAL RESEARCH LETTERS,2
Geophysics,2
GEORGETOWN LAW JOURNAL,2
Georisk-Assessment and Management of Risk for Engineered Systems and Geohazards,2
Geoscientific Model Development,2
GEOTECHNIQUE,2
GEOTEXTILES AND GEOMEMBRANES,2
German History,2
German Law Journal,2
GERONTOLOGIST,2
GeroScience,2
GIANT,2
GigaScience,2
GLIA,2
Global Change Biology Bioenergy,2
Global Ecology and Conservation,2
Global Environmental Politics,2
Global Finance Journal,2
Global Health Research and Policy,2
Global Media and Communication,2
GLOBAL NETWORKS-A JOURNAL OF TRANSNATIONAL AFFAIRS,2
Global Sixties,2
Global Society,2
Global Sustainability,2
Globalisation Societies and Education,2
Globalization and Health,2
GM Crops & Food-Biotechnology in Agriculture and the Food Chain,2
GOVERNANCE-AN INTERNATIONAL JOURNAL OF POLICY ADMINISTRATION AND INSTITUTIONS,2
GRASS AND FORAGE SCIENCE,2
Green Chemical Engineering,2
Green Chemistry Letters and Reviews,2
Green Finance,2
Groundwater for Sustainable Development,2
GROUP PROCESSES & INTERGROUP RELATIONS,2
Gynecologic Oncology,2
HAEMOPHILIA,2
HAHR-Hispanic American Historical Review,2
Harm Reduction Journal,2
HARMFUL ALGAE,2
Harold Pinter Review-Essays on Contemporary Drama,2
HARVARD EDUCATIONAL REVIEW,2
HARVARD LAW REVIEW,2
HARVARD THEOLOGICAL REVIEW,2
Head & Face Medicine,2
Head & Neck Pathology,2
HEADACHE,2
Health & Justice,2
HEALTH & PLACE,2
Health and Quality of Life Outcomes,2
Health Economics Policy and Law,2
HEALTH EXPECTATIONS,2
Health Information Science and Systems,2
HEALTH POLICY,2
HEALTH PSYCHOLOGY,2
Health Psychology Review,2
Health Research Policy and Systems,2
HEALTH SERVICES RESEARCH,2
HEARING RESEARCH,2
HEART,2
HEART FAILURE REVIEWS,2
HELICOBACTER,2
HELIOS,2
Hepatology Communications,2
HEREDITY,2
Heritage Science,2
Hernia,2
High Voltage,2
HIGHER EDUCATION QUARTERLY,2
HISTOPATHOLOGY,2
HISTORIA-ZEITSCHRIFT FUR ALTE GESCHICHTE,2
HISTORICAL RESEARCH,2
Historical Studies in the Natural Sciences,2
History & Memory,2
History and Anthropology,2
History and Technology,2
HISTORY AND THEORY,2
HISTORY OF EUROPEAN IDEAS,2
HISTORY OF PHOTOGRAPHY,2
HISTORY OF POLITICAL ECONOMY,2
HISTORY OF POLITICAL THOUGHT,2
History of the Family,2
HISTORY OF THE HUMAN SCIENCES,2
HISTORY WORKSHOP JOURNAL,2
HOLOCAUST AND GENOCIDE STUDIES,2
Home Cultures,2
Homology Homotopy and Applications,2
Horticulturae,2
Howard Journal of Communications,2
HUMAN BRAIN MAPPING,2
HUMAN GENETICS,2
Human Genetics and Genomics Advances,2
Human Genomics,2
HUMAN MOLECULAR GENETICS,2
HUMAN MUTATION,2
HUMAN NATURE-AN INTERDISCIPLINARY BIOSOCIAL PERSPECTIVE,2
HUMAN RELATIONS,2
Human Reproduction Open,2
Human Resource Development Review,2
HUMAN RESOURCE MANAGEMENT,2
Human Resource Management Journal,2
Human Resources for Health,2
Human Rights Law Review,2
HUMAN-COMPUTER INTERACTION,2
Humanities & Social Sciences Communications,2
Hume Studies,2
HYDROMETALLURGY,2
Hypatia-A Journal of Feminist Philosophy,2
IACR Transactions on Symmetric Cryptology,2
IATSS Research,2
ICES JOURNAL OF MARINE SCIENCE,2
IDENTITIES-GLOBAL STUDIES IN CULTURE AND POWER,2
Identity-An International Journal of Theory and Research,2
IEEE Antennas and Wireless Propagation Letters,2
IEEE Circuits and Systems Magazine,2
IEEE COMMUNICATIONS MAGAZINE,2
IEEE Computational Intelligence Magazine,2
IEEE ELECTRON DEVICE LETTERS,2
IEEE Industrial Electronics Magazine,2
IEEE Internet of Things Journal,2
IEEE Journal of Biomedical and Health Informatics,2
IEEE Journal of Emerging and Selected Topics in Power Electronics,2
IEEE Journal of Microwaves,2
IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,2
IEEE JOURNAL OF SELECTED TOPICS IN QUANTUM ELECTRONICS,2
IEEE Journal of Selected Topics in Signal Processing,2
IEEE Journal on Emerging and Selected Topics in Circuits and Systems,2
IEEE Microwave and Wireless Technology Letters,2
IEEE Open Journal of Intelligent Transportation Systems,2
IEEE Open Journal of the Industrial Electronics Society,2
IEEE Open Journal of Vehicular Technology,2
IEEE Robotics and Automation Letters,2
IEEE SIGNAL PROCESSING MAGAZINE,2
IEEE TRANSACTIONS ON AEROSPACE AND ELECTRONIC SYSTEMS,2
IEEE TRANSACTIONS ON AUTOMATIC CONTROL,2
IEEE Transactions on Automation Science and Engineering,2
IEEE Transactions on Big Data,2
IEEE Transactions on Biomedical Circuits and Systems,2
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,2
IEEE TRANSACTIONS ON BROADCASTING,2
IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I-REGULAR PAPERS,2
IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS II-EXPRESS BRIEFS,2
IEEE Transactions on Cloud Computing,2
IEEE TRANSACTIONS ON COMMUNICATIONS,2
IEEE Transactions on Computational Imaging,2
IEEE TRANSACTIONS ON COMPUTERS,2
IEEE TRANSACTIONS ON CONSUMER ELECTRONICS,2
IEEE TRANSACTIONS ON CONTROL SYSTEMS TECHNOLOGY,2
IEEE Transactions on Dependable and Secure Computing,2
IEEE TRANSACTIONS ON DIELECTRICS AND ELECTRICAL INSULATION,2
IEEE Transactions on Emerging Topics in Computational Intelligence,2
IEEE Transactions on Emerging Topics in Computing,2
IEEE TRANSACTIONS ON ENERGY CONVERSION,2
IEEE Transactions on Green Communications and Networking,2
IEEE Transactions on Human-Machine Systems,2
IEEE TRANSACTIONS ON INDUSTRY APPLICATIONS,2
IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT,2
IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,2
IEEE Transactions on Network and Service Management,2
IEEE Transactions on Network Science and Engineering,2
IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING,2
IEEE TRANSACTIONS ON NUCLEAR SCIENCE,2
IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS,2
IEEE TRANSACTIONS ON POWER DELIVERY,2
IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,2
IEEE Transactions on Radiation and Plasma Medical Sciences,2
IEEE TRANSACTIONS ON RELIABILITY,2
IEEE Transactions on Services Computing,2
IEEE TRANSACTIONS ON SIGNAL PROCESSING,2
IEEE Transactions on Terahertz Science and Technology,2
IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY,2
IEEE TRANSACTIONS ON VERY LARGE SCALE INTEGRATION (VLSI) SYSTEMS,2
IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS,2
IEEE WIRELESS COMMUNICATIONS,2
IEEE-ACM Transactions on Audio Speech and Language Processing,2
IMA JOURNAL OF NUMERICAL ANALYSIS,2
IMF Economic Review,2
Immunity & Ageing,2
IMMUNOLOGICAL REVIEWS,2
ImmunoTargets and Therapy,2
INDIANA UNIVERSITY MATHEMATICS JOURNAL,2
INDUSTRIAL MARKETING MANAGEMENT,2
INFECTIOUS DISEASE CLINICS OF NORTH AMERICA,2
Infectious Diseases and Therapy,2
INFLAMMATION,2
INFORMATION & MANAGEMENT,2
INFORMATION AND SOFTWARE TECHNOLOGY,2
INFORMATION ECONOMICS AND POLICY,2
INFORMATION SCIENCES,2
INFORMATION SOCIETY,2
INFORMATION SYSTEMS JOURNAL,2
Information Technology & Tourism,2
INFRARED PHYSICS & TECHNOLOGY,2
Innovation in Aging,2
INORGANIC CHEMISTRY,2
Inorganic Chemistry Frontiers,2
INQUIRY-AN INTERDISCIPLINARY JOURNAL OF PHILOSOPHY,2
Insect Conservation and Diversity,2
INSECT SYSTEMATICS & EVOLUTION,2
Insects,2
Insights into Imaging,2
INSTRUCTIONAL SCIENCE,2
INSURANCE MATHEMATICS & ECONOMICS,2
INTEGRATED COMPUTER-AIDED ENGINEERING,2
Integrative Organismal Biology,2
INTELLIGENCE,2
Intensive and Critical Care Nursing,2
Interdisciplinary Sciences-Computational Life Sciences,2
INTERMETALLICS,2
International & Comparative Law Quarterly,2
International Breastfeeding Journal,2
International Business Review,2
INTERNATIONAL COMMUNICATIONS IN HEAT AND MASS TRANSFER,2
INTERNATIONAL DAIRY JOURNAL,2
INTERNATIONAL DENTAL JOURNAL,2
International Entrepreneurship and Management Journal,2
International Feminist Journal of Politics,2
International Forum of Allergy & Rhinology,2
INTERNATIONAL HISTORY REVIEW,2
International Immunopharmacology,2
INTERNATIONAL INTERACTIONS,2
International Journal for Educational Integrity,2
International Journal for Equity in Health,2
INTERNATIONAL JOURNAL FOR NUMERICAL AND ANALYTICAL METHODS IN GEOMECHANICS,2
INTERNATIONAL JOURNAL FOR PARASITOLOGY,2
International Journal for Parasitology-Drugs and Drug Resistance,2
International Journal of Accounting Information Systems,2
International Journal of Agricultural Sustainability,2
International Journal of Antimicrobial Agents,2
International Journal of Art Therapy,2
International Journal of Artificial Intelligence in Education,2
International Journal of Bank Marketing,2
International Journal of Bilingual Education and Bilingualism,2
International Journal of Bilingualism,2
International Journal of Biological Macromolecules,2
International Journal of Biomathematics,2
International Journal of Bioprinting,2
INTERNATIONAL JOURNAL OF CANCER,2
International Journal of Cardiology,2
International Journal of Childrens Spirituality,2
International Journal of Clinical and Health Psychology,2
INTERNATIONAL JOURNAL OF COAL GEOLOGY,2
International Journal of Communication,2
INTERNATIONAL JOURNAL OF COMPARATIVE SOCIOLOGY,2
INTERNATIONAL JOURNAL OF COMPUTER VISION,2
International Journal of Consumer Studies,2
International Journal of Corpus Linguistics,2
International Journal of Cultural Property,2
International Journal of Cultural Studies,2
INTERNATIONAL JOURNAL OF DAMAGE MECHANICS,2
International Journal of Digital Earth,2
International Journal of Disaster Risk Reduction,2
International Journal of Disaster Risk Science,2
INTERNATIONAL JOURNAL OF DRUG POLICY,2
INTERNATIONAL JOURNAL OF EATING DISORDERS,2
INTERNATIONAL JOURNAL OF ELECTRICAL POWER & ENERGY SYSTEMS,2
INTERNATIONAL JOURNAL OF ENGINEERING SCIENCE,2
INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,2
International Journal of Fatigue,2
INTERNATIONAL JOURNAL OF FOOD SCIENCES AND NUTRITION,2
INTERNATIONAL JOURNAL OF FORECASTING,2
International Journal of Forest Engineering,2
International Journal of Gastronomy and Food Science,2
INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER,2
International Journal of Historical Archaeology,2
INTERNATIONAL JOURNAL OF HUMAN-COMPUTER STUDIES,2
INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,2
INTERNATIONAL JOURNAL OF HYGIENE AND ENVIRONMENTAL HEALTH,2
INTERNATIONAL JOURNAL OF IMPACT ENGINEERING,2
International Journal of Implant Dentistry,2
INTERNATIONAL JOURNAL OF INDUSTRIAL ERGONOMICS,2
INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES,2
International Journal of Innovation Studies,2
International Journal of Intercultural Relations,2
International Journal of Latin American Religions,2
International Journal of Lean Six Sigma,2
INTERNATIONAL JOURNAL OF LEXICOGRAPHY,2
INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS,2
INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS,2
INTERNATIONAL JOURNAL OF MEDICAL MICROBIOLOGY,2
International Journal of Mental Health Nursing,2
International Journal of Mental Health Systems,2
INTERNATIONAL JOURNAL OF MIDDLE EAST STUDIES,2
International Journal of Minerals Metallurgy and Materials,2
INTERNATIONAL JOURNAL OF MOLECULAR MEDICINE,2
INTERNATIONAL JOURNAL OF MULTIPHASE FLOW,2
International Journal of Nanomedicine,2
International Journal of Neonatal Screening,2
INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY,2
INTERNATIONAL JOURNAL OF OBESITY,2
INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT,2
International Journal of Optomechatronics,2
International Journal of Performance Arts and Digital Media,2
International Journal of Pharmaceutics,2
International Journal of Pharmaceutics-X,2
INTERNATIONAL JOURNAL OF PRESSURE VESSELS AND PIPING,2
INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,2
INTERNATIONAL JOURNAL OF PSYCHOLOGY,2
International Journal of Qualitative Methods,2
International Journal of Rail Transportation,2
INTERNATIONAL JOURNAL OF REFRACTORY METALS & HARD MATERIALS,2
INTERNATIONAL JOURNAL OF REFRIGERATION,2
INTERNATIONAL JOURNAL OF RESEARCH IN MARKETING,2
INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH,2
International Journal of Sediment Research,2
International Journal of Social Robotics,2
INTERNATIONAL JOURNAL OF SOLIDS AND STRUCTURES,2
International Journal of Sport Communication,2
International Journal of Sports Physiology and Performance,2
International Journal of Strategic Communication,2
International Journal of Stroke,2
International Journal of Surgery,2
International Journal of Sustainability in Higher Education,2
International Journal of Systems Science-Operations & Logistics,2
International Journal of the Classical Tradition,2
International Journal of the Sociology of Language,2
INTERNATIONAL JOURNAL OF THERMAL SCIENCES,2
International Journal of Transgender Health,2
International Journal of Transitional Justice,2
International Journal of Transportation Science and Technology,2
International Journal of Veterinary Science and Medicine,2
International Journal of Wine Business Research,2
International Journal on Semantic Web and Information Systems,2
INTERNATIONAL MATHEMATICS RESEARCH NOTICES,2
INTERNATIONAL MIGRATION REVIEW,2
International Multilingual Research Journal,2
INTERNATIONAL NURSING REVIEW,2
International Peacekeeping,2
INTERNATIONAL POLITICAL SCIENCE REVIEW,2
INTERNATIONAL PSYCHOGERIATRICS,2
International Relations,2
International Relations of the Asia-Pacific,2
International Review of Economics & Finance,2
International Review of Financial Analysis,2
INTERNATIONAL REVIEW OF SOCIAL HISTORY,2
International Spectator,2
International Studies Perspectives,2
International Theory,2
Internet Histories,2
Internet Interventions-The Application of Information Technology in Mental and Behavioural Health,2
Internet of Things,2
Internet Research,2
INVERTEBRATE SYSTEMATICS,2
INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE,2
IRAL-INTERNATIONAL REVIEW OF APPLIED LINGUISTICS IN LANGUAGE TEACHING,2
IRBM,2
IRISH VETERINARY JOURNAL,2
IRRIGATION SCIENCE,2
ISA TRANSACTIONS,2
iScience,2
ISIS,2
ISME Communications,2
ISRA International Journal of Islamic Finance,2
Itineraria,2
ITL-International Journal of Applied Linguistics,2
Japanese Dental Science Review,2
JARO-JOURNAL OF THE ASSOCIATION FOR RESEARCH IN OTOLARYNGOLOGY,2
JCMS-Journal of Cinema and Media Studies,2
JCO Oncology Practice,2
JCO Precision Oncology,2
JEWISH SOCIAL STUDIES,2
JFR-Journal of Family Research,2
JMIR Aging,2
JMIR Mental Health,2
JMIR mHealth and uHealth,2
JMIR Serious Games,2
Journal de l Ecole Polytechnique-Mathematiques,2
JOURNAL DER DEUTSCHEN DERMATOLOGISCHEN GESELLSCHAFT,2
Journal for General Philosophy of Science,2
JOURNAL FOR RESEARCH IN MATHEMATICS EDUCATION,2
Journal for the Study of the New Testament,2
Journal for the Study of the Pseudepigrapha,2
Journal of Addiction Medicine,2
JOURNAL OF ADOLESCENCE,2
Journal of Adolescent Health,2
JOURNAL OF ADVANCED NURSING,2
Journal of Advances in Modeling Earth Systems,2
JOURNAL OF AEROSOL SCIENCE,2
JOURNAL OF AFFECTIVE DISORDERS,2
Journal of African Archaeology,2
Journal of Agrarian Change,2
JOURNAL OF AGRICULTURAL ECONOMICS,2
Journal of Agriculture and Food Research,2
JOURNAL OF AGRONOMY AND CROP SCIENCE,2
JOURNAL OF AIR TRANSPORT MANAGEMENT,2
JOURNAL OF ALGEBRA,2
JOURNAL OF ALGEBRAIC GEOMETRY,2
Journal of Alloys and Compounds,2
JOURNAL OF AMERICAN HISTORY,2
JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS,2
JOURNAL OF ANALYTICAL ATOMIC SPECTROMETRY,2
Journal of Ancient Near Eastern History,2
JOURNAL OF ANIMAL ECOLOGY,2
JOURNAL OF ANIMAL SCIENCE,2
JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY,2
JOURNAL OF ANXIETY DISORDERS,2
Journal of Applied Mathematics and Computing,2
Journal of Applied Physiology,2
Journal of Applied Research in Memory and Cognition,2
Journal of Applied Research on Medicinal and Aromatic Plants,2
JOURNAL OF APPLIED SPORT PSYCHOLOGY,2
Journal of Archaeological Science-Reports,2
Journal of Architecture,2
JOURNAL OF ARTHROPLASTY,2
Journal of Artificial Intelligence and Soft Computing Research,2
Journal of Asian Economics,2
JOURNAL OF ASIAN STUDIES,2
JOURNAL OF BANKING & FINANCE,2
Journal of Behavioral Addictions,2
Journal of Big Data,2
JOURNAL OF BIOGEOGRAPHY,2
JOURNAL OF BIOLOGICAL CHEMISTRY,2
Journal of Biological Engineering,2
JOURNAL OF BIOMEDICAL INFORMATICS,2
JOURNAL OF BIOTECHNOLOGY,2
Journal of Black Psychology,2
Journal of British Cinema and Television,2
JOURNAL OF BROADCASTING & ELECTRONIC MEDIA,2
Journal of Bronchology & Interventional Pulmonology,2
Journal of Building Engineering,2
JOURNAL OF BUSINESS & ECONOMIC STATISTICS,2
JOURNAL OF BUSINESS AND PSYCHOLOGY,2
JOURNAL OF BUSINESS AND TECHNICAL COMMUNICATION,2
Journal of Business Logistics,2
Journal of Cancer Survivorship,2
JOURNAL OF CARDIAC FAILURE,2
Journal of Cardiovascular Computed Tomography,2
JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE,2
JOURNAL OF CAREER ASSESSMENT,2
Journal of Central South University,2
Journal of Cereal Science,2
JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,2
Journal of Chemical Information and Modeling,2
JOURNAL OF CHEMICAL PHYSICS,2
Journal of Cheminformatics,2
JOURNAL OF CHILD LANGUAGE,2
Journal of Chinese Religions,2
JOURNAL OF CHROMATOGRAPHY A,2
JOURNAL OF CLIMATE,2
Journal of Clinical Anesthesia,2
JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM,2
JOURNAL OF CLINICAL EPIDEMIOLOGY,2
JOURNAL OF CLINICAL IMMUNOLOGY,2
JOURNAL OF CLINICAL MICROBIOLOGY,2
JOURNAL OF CLINICAL PSYCHIATRY,2
Journal of CO2 Utilization,2
Journal of Cold War Studies,2
Journal of Communication Management,2
JOURNAL OF COMPARATIVE ECONOMICS,2
Journal of Comparative Germanic Linguistics,2
Journal of Competitiveness,2
JOURNAL OF COMPLEXITY,2
JOURNAL OF COMPUTATIONAL AND APPLIED MATHEMATICS,2
Journal of Computational Design and Engineering,2
JOURNAL OF COMPUTATIONAL PHYSICS,2
Journal of Computers in Education,2
